concept_id,concept,category,status,first_seen_paper,first_seen_year,latest_seen_paper,latest_seen_year,page_path,primary_reference_doi,openalex_id,dimensions_id,sciscinet_id,aliases
multiplexity_induced_correlations,Multiplexity-induced correlations,mechanisms,full_text_seed,De Domenico et al. (2013),2013,De Domenico et al. (2013),2013,concepts/mechanisms/multiplexity_induced_correlations.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,multiplex-induced correlations; layer-coupled correlations; cross-layer dynamical feedback; multiplexity feedback
weighted_coauthorship_edges,Weighted coauthorship edges,representations,full_text_seed,Newman (2001),2001,Newman (2004),2004,concepts/representations/weighted_coauthorship_edges.md,10.1073/pnas.98.2.404,W2125315567,pub.1018280471,W2125315567,collaboration strength; fractional coauthorship edge; discounted coauthorship tie; weighted collaboration edge
multilayer_degree_centrality,Multilayer degree centrality,measures,full_text_seed,De Domenico et al. (2013),2013,De Domenico et al. (2013),2013,concepts/measures/multilayer_degree_centrality.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,multidegree centrality; multilayer strength centrality; layer-aware degree; cross-layer degree
multilayer_clustering_coefficients,Multilayer clustering coefficients,measures,full_text_seed,De Domenico et al. (2013),2013,De Domenico et al. (2013),2013,concepts/measures/multilayer_clustering_coefficients.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,multilayer transitivity; multiplex clustering; cross-layer clustering coefficient; tensor clustering coefficient
multilayer_eigenvector_centrality,Multilayer eigenvector centrality,measures,full_text_seed,De Domenico et al. (2013),2013,De Domenico et al. (2013),2013,concepts/measures/multilayer_eigenvector_centrality.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,multilayer eigencentrality; eigentensor centrality; multiplex eigenvector centrality; layer-aware recursive centrality
multilayer_modularity,Multilayer modularity,measures,full_text_seed,De Domenico et al. (2013),2013,De Domenico et al. (2013),2013,concepts/measures/multilayer_modularity.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,multilayer community detection; multislice modularity; multiplex modularity; layer-aware modularity
multilayer_von_neumann_entropy,Multilayer von Neumann entropy,measures,full_text_seed,De Domenico et al. (2013),2013,De Domenico et al. (2013),2013,concepts/measures/multilayer_von_neumann_entropy.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,multilayer network entropy; von Neumann network entropy; multilayer density-tensor entropy; supra-Laplacian entropy
multilayer_diffusion_random_walks,Multilayer diffusion and random walks,methods,full_text_seed,De Domenico et al. (2013),2013,De Domenico et al. (2013),2013,concepts/methods/multilayer_diffusion_random_walks.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,multiplex random walks; multilayer diffusion; layer-switching random walk; multilayer Laplacian diffusion
random_impact_rule,Random impact rule,mechanisms,full_text_seed,Sinatra et al. (2016),2016,Sinatra et al. (2016),2016,concepts/mechanisms/random_impact_rule.md,10.1126/science.aaf5239,W2547045893,pub.1044965176,W2547045893,random-impact rule; random placement of highest-impact work; career impact randomness; impact timing null
individual_q_parameter,Individual Q parameter,measures,full_text_seed,Sinatra et al. (2016),2016,Sinatra et al. (2016),2016,concepts/measures/individual_q_parameter.md,10.1126/science.aaf5239,W2547045893,pub.1044965176,W2547045893,Q factor; scientist Q parameter; author impact multiplier; career impact Q
r_model_productivity_null,R-model productivity null,validations,full_text_seed,Sinatra et al. (2016),2016,Sinatra et al. (2016),2016,concepts/validations/r_model_productivity_null.md,10.1126/science.aaf5239,W2547045893,pub.1044965176,W2547045893,R-model; random-impact model; productivity-only career null; productivity-only impact model
q_model_career_prediction,Q-model career impact prediction,methods,full_text_seed,Sinatra et al. (2016),2016,Sinatra et al. (2016),2016,concepts/methods/q_model_career_prediction.md,10.1126/science.aaf5239,W2547045893,pub.1044965176,W2547045893,Q-model prediction; career impact forecast; Q-based h-index prediction; author impact prediction
citation_immediacy_parameter,Citation immediacy parameter,measures,full_text_seed,Wang et al. (2013),2013,Wang et al. (2013),2013,concepts/measures/citation_immediacy_parameter.md,10.1126/science.1237825,W2124689612,pub.1042700127,W2124689612,citation immediacy; impact time parameter; citation peak timing; mu parameter
citation_longevity_parameter,Citation longevity parameter,measures,full_text_seed,Wang et al. (2013),2013,Wang et al. (2013),2013,concepts/measures/citation_longevity_parameter.md,10.1126/science.1237825,W2124689612,pub.1042700127,W2124689612,citation longevity; citation decay parameter; sigma parameter; citation survival width
ultimate_citation_impact,Ultimate citation impact,measures,full_text_seed,Wang et al. (2013),2013,Wang et al. (2013),2013,concepts/measures/ultimate_citation_impact.md,10.1126/science.1237825,W2124689612,pub.1042700127,W2124689612,lifetime citation impact; C-infinity; final citation count; long-term paper impact
universal_citation_history_rescaling,Universal citation-history rescaling,validations,full_text_seed,Wang et al. (2013),2013,Wang et al. (2013),2013,concepts/validations/universal_citation_history_rescaling.md,10.1126/science.1237825,W2124689612,pub.1042700127,W2124689612,citation history collapse; data collapse validation; rescaled citation histories; universal citation curve
long_term_citation_prediction,Long-term citation prediction,methods,full_text_seed,Wang et al. (2013),2013,Wang et al. (2013),2013,concepts/methods/long_term_citation_prediction.md,10.1126/science.1237825,W2124689612,pub.1042700127,W2124689612,future citation prediction; citation forecast; long-term impact prediction; citation prediction envelope
collaborator_count_distribution,Collaborator-count distribution,measures,full_text_seed,Newman (2001),2001,Newman (2004),2004,concepts/measures/collaborator_count_distribution.md,10.1073/pnas.98.2.404,W2125315567,pub.1018280471,W2125315567,collaborator degree distribution; coauthor degree distribution; collaboration degree distribution; number of collaborators
collaboration_path_length,Collaboration path length,measures,full_text_seed,Newman (2001),2001,Newman (2004),2004,concepts/measures/collaboration_path_length.md,10.1073/pnas.98.2.404,W2125315567,pub.1018280471,W2125315567,coauthorship path length; mean collaboration distance; degrees of separation in science; coauthor geodesic distance
focal_collaboration_distance_profile,Focal collaboration distance profile,measures,full_text_seed,Newman (2004),2004,Newman (2004),2004,concepts/measures/focal_collaboration_distance_profile.md,10.1073/pnas.0307545100,W2097777089,pub.1049986679,W2097777089,Erdos-number profile; Doe-number profile; focal coauthor distance; author-centered collaboration distance
coauthorship_network_diameter,Coauthorship network diameter,measures,full_text_seed,Newman (2001),2001,Newman (2004),2004,concepts/measures/coauthorship_network_diameter.md,10.1073/pnas.98.2.404,W2125315567,pub.1018280471,W2125315567,collaboration diameter; largest coauthorship distance; maximum collaboration distance; network diameter in science
papers_per_author_distribution,Papers-per-author distribution,measures,full_text_seed,Newman (2001),2001,Newman (2004),2004,concepts/measures/papers_per_author_distribution.md,10.1073/pnas.98.2.404,W2125315567,pub.1018280471,W2125315567,publication-count distribution; scientific productivity distribution; papers authored per scientist; author productivity distribution
co_citation_strength,Co-citation strength,measures,full_text_seed,Small (1973),1973,Small (1973),1973,concepts/measures/co_citation_strength.md,10.1002/asi.4630240406,W2005207065,pub.1014058264,W2005207065,co-citation count; co-citation frequency; co-citation association strength; co-citation edge weight
co_cited_core_literature,Co-cited core literature,representations,full_text_seed,Small (1973),1973,Small (1973),1973,concepts/representations/co_cited_core_literature.md,10.1002/asi.4630240406,W2005207065,pub.1014058264,W2005207065,co-citation core; specialty reference core; core literature cluster; co-cited canon
specialty_co_citation_mapping,Specialty co-citation mapping,methods,full_text_seed,Small (1973),1973,Small (1973),1973,concepts/methods/specialty_co_citation_mapping.md,10.1002/asi.4630240406,W2005207065,pub.1014058264,W2005207065,co-citation specialty map; co-citation mapping; cited-paper specialty mapping; co-citation research-front map
temporal_co_citation_drift,Temporal co-citation drift,mechanisms,full_text_seed,Small (1973),1973,Small (1973),1973,concepts/mechanisms/temporal_co_citation_drift.md,10.1002/asi.4630240406,W2005207065,pub.1014058264,W2005207065,co-citation dynamics; co-citation pattern change; longitudinal co-citation drift; specialty-map drift
h_core_publication_set,h-core publication set,representations,full_text_seed,Hirsch (2005),2005,Hirsch (2005),2005,concepts/representations/h_core_publication_set.md,10.1073/pnas.0507655102,W2128438887,pub.1050917859,W2128438887,h-core; h papers; h-index core; highly cited h set
m_quotient,m-quotient,measures,full_text_seed,Hirsch (2005),2005,Hirsch (2005),2005,concepts/measures/m_quotient.md,10.1073/pnas.0507655102,W2128438887,pub.1050917859,W2128438887,m-index; Hirsch m quotient; h-index per career year; scientific-age-normalized h-index
group_h_index,Group h-index,measures,full_text_seed,Hirsch (2005),2005,Hirsch (2005),2005,concepts/measures/group_h_index.md,10.1073/pnas.0507655102,W2128438887,pub.1050917859,W2128438887,collective h-index; department h-index; institutional h-index; group-level Hirsch index
h_index_self_citation_sensitivity,h-index self-citation sensitivity,validations,full_text_seed,Hirsch (2005),2005,Hirsch (2005),2005,concepts/validations/h_index_self_citation_sensitivity.md,10.1073/pnas.0507655102,W2128438887,pub.1050917859,W2128438887,h-index self-citation correction; h-index robustness to self-citation; h-boundary self-citation audit; self-citation-adjusted h-index
team_authorship_share,Team-authorship share,measures,full_text_seed,Wuchty et al. (2007),2007,Wuchty et al. (2007),2007,concepts/measures/team_authorship_share.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,teamwork share; team-produced output share; fraction team-authored; solo-versus-team authorship share
mean_team_size_growth,Mean team-size growth,measures,full_text_seed,Wuchty et al. (2007),2007,Fortunato et al. (2018),2018,concepts/measures/mean_team_size_growth.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,average team size trend; authors-per-paper growth; inventors-per-patent growth; team-size time series
relative_team_impact_ratio,Relative team-impact ratio,measures,full_text_seed,Wuchty et al. (2007),2007,Wuchty et al. (2007),2007,concepts/measures/relative_team_impact_ratio.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,RTI; team citation advantage ratio; relative team impact; team-to-solo citation ratio
team_high_citation_tail_dominance,Team high-citation tail dominance,mechanisms,full_text_seed,Wuchty et al. (2007),2007,Wuchty et al. (2007),2007,concepts/mechanisms/team_high_citation_tail_dominance.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,team tail citation dominance; team extreme-impact dominance; high-citation team dominance; team right-tail citation advantage
self_citation_adjusted_team_impact,Self-citation-adjusted team impact,validations,full_text_seed,Wuchty et al. (2007),2007,Wuchty et al. (2007),2007,concepts/validations/self_citation_adjusted_team_impact.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,self-citation-adjusted RTI; team impact self-citation audit; self-citation-removed team advantage; team citation robustness check
