concept_id_a,concept_id_b,cosine_similarity,shared_terms,page_path_a,page_path_b
citation_immediacy_effect_curve,growth_normalized_citation_age_baseline,0.6030,recent; excess; immediacy; growth; price; baseline; cited; age,concepts/measures/citation_immediacy_effect_curve.md,concepts/methods/growth_normalized_citation_age_baseline.md
citation_conditioned_pagerank_dispersion,google_number_citation_scaling_check,0.6029,google; pagerank; chen; outliers; number; count; average; binned,concepts/measures/citation_conditioned_pagerank_dispersion.md,concepts/validations/google_number_citation_scaling_check.md
gendered_self_citation_gap,self_citation_opportunity_set_confound,0.6029,self; king; gender; opportunity; gap; men; women; prior,concepts/mechanisms/gendered_self_citation_gap.md,concepts/validations/self_citation_opportunity_set_confound.md
author_order_contribution_proxy_limits,task_specialization,0.6028,role; contribution; author; career; robinson; garcia; stage; order,concepts/validations/author_order_contribution_proxy_limits.md,concepts/mechanisms/task_specialization.md
science_map_accuracy_validation,science_map_measure_selection_grid,0.6028,map; accuracy; readability; scalability; structural; boyack; local; maps,concepts/validations/science_map_accuracy_validation.md,concepts/validations/science_map_measure_selection_grid.md
new_pi_access_tightening_in_high_impact_journals,venue_pi_experience_categories,0.6027,senior; chaperoned; new; venue; author; sekara; established; experience,concepts/mechanisms/new_pi_access_tightening_in_high_impact_journals.md,concepts/measures/venue_pi_experience_categories.md
replication_effect_size_shrinkage,replication_outcome_master_dataset,0.6025,replication; original; effect; open; size; study; power; estimates,concepts/measures/replication_effect_size_shrinkage.md,concepts/datasets/replication_outcome_master_dataset.md
mean_team_size_growth,team_impact_advantage,0.6022,team; size; teams; wuchty; solo; authored; mean; growth,concepts/measures/mean_team_size_growth.md,concepts/mechanisms/team_impact_advantage.md
policy_attention_coverage_bias,provider_defined_policy_document_boundary,0.6022,policy; provider; source; bornmann; tracked; haunschild; mention; document,concepts/validations/policy_attention_coverage_bias.md,concepts/validations/provider_defined_policy_document_boundary.md
citation_relation_triangulation_table,co_citation_bibliographic_coupling_divergence,0.6020,coupling; bibliographic; relation; small; direct; strong; strength; shared,concepts/validations/citation_relation_triangulation_table.md,concepts/validations/co_citation_bibliographic_coupling_divergence.md
race_gender_topic_portfolio_maps,topic_sorted_intersectional_citation_curves,0.6020,topic; topics; demographic; density; kozlowski; group; axis; intersectional,concepts/representations/race_gender_topic_portfolio_maps.md,concepts/representations/topic_sorted_intersectional_citation_curves.md
international_collaboration_small_world,small_world_collaboration_structure,0.6019,clustering; collaboration; world; international; small; wagner; leydesdorff; path,concepts/representations/international_collaboration_small_world.md,concepts/representations/small_world_collaboration_structure.md
new_source_title_update_queue,science_map_source_title_spine,0.6019,title; map; source; titles; update; borner; scopus; assignment,concepts/methods/new_source_title_update_queue.md,concepts/datasets/science_map_source_title_spine.md
policy_source_regional_language_bias,policy_target_source_slice,0.6019,policy; source; english; tracked; haunschild; bornmann; sources; language,concepts/validations/policy_source_regional_language_bias.md,concepts/methods/policy_target_source_slice.md
topic_dimensionality_overfit_turnover,topic_number_model_selection,0.6019,topic; griffiths; steyvers; dimensionality; likelihood; topics; model; fit,concepts/validations/topic_dimensionality_overfit_turnover.md,concepts/methods/topic_number_model_selection.md
awakening_intensity_tail_invariance,immediate_post_sleep_awakening_window,0.6018,sleep; awakening; intensity; raan; van; depth; sleeping; candidate,concepts/measures/awakening_intensity_tail_invariance.md,concepts/methods/immediate_post_sleep_awakening_window.md
block_funding_novelty_buffer,new_public_management_funding_shift,0.6018,funding; competitive; block; project; novelty; groups; wang; policy,concepts/mechanisms/block_funding_novelty_buffer.md,concepts/mechanisms/new_public_management_funding_shift.md
policy_document_deduplication,policy_mention_context_audit,0.6018,policy; mention; documents; document; bornmann; source; haunschild; context,concepts/validations/policy_document_deduplication.md,concepts/validations/policy_mention_context_audit.md
patent_reference_xml_matching,scientific_non_patent_references,0.6016,patent; xml; matching; non; ahmadpoor; page; uspto; fuegi,concepts/methods/patent_reference_xml_matching.md,concepts/datasets/scientific_non_patent_references.md
small_effect_false_positive_vulnerability,study_power_false_positive_risk,0.6016,power; effect; positive; small; ppv; low; sizes; true,concepts/validations/small_effect_false_positive_vulnerability.md,concepts/measures/study_power_false_positive_risk.md
biomedical_frontier_review_experiment,triple_blind_proposal_review,0.6014,proposal; evaluator; evaluators; blinding; blinded; review; boudreau; triple,concepts/datasets/biomedical_frontier_review_experiment.md,concepts/methods/triple_blind_proposal_review.md
generalized_self_promotion_sanction_channel,self_citation_equity_intervention_backlash_risk,0.6014,self; backlash; promotion; king; intervention; behavior; risk; equity,concepts/mechanisms/generalized_self_promotion_sanction_channel.md,concepts/validations/self_citation_equity_intervention_backlash_risk.md
fresh_collaborator_hot_streak_onset,hot_streak_random_onset_test,0.6013,onset; hot; streak; career; liu; streaks; collaboration; careers,concepts/mechanisms/fresh_collaborator_hot_streak_onset.md,concepts/validations/hot_streak_random_onset_test.md
lead_role_ratio,lead_support_role_prediction_validation,0.6011,ratio; lead; role; contribution; roles; statements; team; support,concepts/measures/lead_role_ratio.md,concepts/validations/lead_support_role_prediction_validation.md
patent_reference_completeness_noise,unstructured_patent_reference_matching,0.6011,patent; page; title; strings; matching; fuegi; marx; confidence,concepts/validations/patent_reference_completeness_noise.md,concepts/methods/unstructured_patent_reference_matching.md
direct_citation_propensity_control,knowledge_depth_citation_trees,0.6009,tree; depth; patent; direct; knowledge; trees; ancestry; jones,concepts/validations/direct_citation_propensity_control.md,concepts/measures/knowledge_depth_citation_trees.md
hot_streaks,scientific_career_impact,0.6009,hot; career; streak; liu; streaks; sequence; sinatra; careers,concepts/mechanisms/hot_streaks.md,concepts/mechanisms/scientific_career_impact.md
pagerank_age_bias_check,pagerank_damping_sensitivity,0.6008,pagerank; damping; parameter; chen; age; recursive; walk; random,concepts/validations/pagerank_age_bias_check.md,concepts/validations/pagerank_damping_sensitivity.md
altmetric_highly_cited_filtering,precision_recall_user_role_fit,0.6007,precision; recall; altmetric; costas; highly; altmetrics; cited; indicators,concepts/validations/altmetric_highly_cited_filtering.md,concepts/validations/precision_recall_user_role_fit.md
posterior_word_salience_highlighting,topic_model_posterior_nonidentifiability,0.6007,topic; posterior; words; word; griffiths; steyvers; topics; document,concepts/measures/posterior_word_salience_highlighting.md,concepts/validations/topic_model_posterior_nonidentifiability.md
between_topic_citation_disadvantage,topic_choice_privilege,0.6005,topic; topics; kozlowski; marginalized; prestige; demographic; groups; access,concepts/mechanisms/between_topic_citation_disadvantage.md,concepts/mechanisms/topic_choice_privilege.md
coauthor_prestige_exposure,matched_career_counterfactuals,0.6005,top; exposure; early; career; coauthor; scientist; matched; prestige,concepts/measures/coauthor_prestige_exposure.md,concepts/methods/matched_career_counterfactuals.md
faculty_hiring_networks,faculty_production_inequality,0.6005,faculty; production; hiring; inequality; placement; clauset; wapman; doctoral,concepts/representations/faculty_hiring_networks.md,concepts/measures/faculty_production_inequality.md
altmetric_policy_source_tracker,unintended_policy_source_contamination,0.6004,policy; source; haunschild; bornmann; mentions; tracked; provider; related,concepts/datasets/altmetric_policy_source_tracker.md,concepts/validations/unintended_policy_source_contamination.md
common_support_program_comparison,propensity_score_weighted_program_evaluation,0.6004,propensity; treatment; azoulay; treated; units; ate; program; att,concepts/validations/common_support_program_comparison.md,concepts/methods/propensity_score_weighted_program_evaluation.md
citation_elite_concentration,citation_elite_geography,0.6003,elite; concentration; andersen; nielsen; gini; country; author; top,concepts/measures/citation_elite_concentration.md,concepts/representations/citation_elite_geography.md
sleeping_beauty,sleeping_beauty_field_journal_stratification,0.6003,sleeping; beauty; awakening; raan; delayed; beauties; van; sleep,concepts/mechanisms/sleeping_beauty.md,concepts/validations/sleeping_beauty_field_journal_stratification.md
supra_adjacency_matrices,supra_unfolding_permutation_convention,0.6003,supra; matrix; unfolding; multilayer; adjacency; block; layer; node,concepts/representations/supra_adjacency_matrices.md,concepts/validations/supra_unfolding_permutation_convention.md
international_coauthorship_share,international_collaboration_networks,0.6002,international; collaboration; country; wagner; leydesdorff; coauthored; coauthorship; growth,concepts/measures/international_coauthorship_share.md,concepts/representations/international_collaboration_networks.md
science_map_source_title_spine,source_title_article_volume_decoupling,0.6002,source; title; map; titles; article; volume; added; borner,concepts/datasets/science_map_source_title_spine.md,concepts/measures/source_title_article_volume_decoupling.md
hot_streak_collective_impact_decomposition,post_hot_streak_entropy_reversion,0.6001,hot; streak; career; liu; baseline; term; streaks; model,concepts/methods/hot_streak_collective_impact_decomposition.md,concepts/validations/post_hot_streak_entropy_reversion.md
author_metric_single_affiliation_caveat,paper_author_affiliation_linkages,0.6000,affiliation; author; country; institutional; institutions; institution; table; affiliations,concepts/validations/author_metric_single_affiliation_caveat.md,concepts/representations/paper_author_affiliation_linkages.md
co_citation_specialty_interrelationship_assessment,specialty_co_citation_mapping,0.6000,specialty; map; key; mapping; small; among; specialties; front,concepts/methods/co_citation_specialty_interrelationship_assessment.md,concepts/methods/specialty_co_citation_mapping.md
